pollutant_name,test_date,reason,sample_concentration,emittion_threshold,deviation_percentage,emittion_rate,link,x,y,name,errors
תאליום ותרכובותיו,06/09/2018,תקופתי מתוכנן,אין נתונים,0.0500,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ואנאדיום ותרכובותיו,06/09/2018,תקופתי מתוכנן,אין נתונים,1.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
חלקיקים,03/11/2020,תקופתי מתוכנן,אין נתונים,20.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ארסן ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קאדמיום ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קובאלט ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כרום ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
נחושת ותרכובותיה,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
מאנגאן ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ניקל ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
עופרת ותרכובותיה,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אנטימון ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
סלניום ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
תאליום ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ואנאדיום ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בדיל ותרכובותיו,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כסף,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ארסן ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בריום,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בריליום,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קאדמיום ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קובאלט ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כרום ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
נחושת ותרכובותיה,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
מאנגאן ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ניקל ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
עופרת ותרכובותיה,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אנטימון ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
סלניום ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
תאליום ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אבץ,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ואנאדיום ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בדיל ותרכובותיו,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
תחמוצת מגנזיום,04/09/2018,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
טלוריום ותרכובותיו,04/09/2018,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אלומיניום,04/09/2018,תקופתי מתוכנן,0.0510,אין נתונים,לא רלוונטי,0.0002,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
TOC,03/11/2020,תקופתי מתוכנן,32.6210,50.0000,אין חריגה,0.0256,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
עופרת ותרכובותיה,04/09/2018,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
TOC,03/11/2020,תקופתי מתוכנן,5.2293,50.0000,אין חריגה,0.0100,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
TOC,05/09/2018,תקופתי מתוכנן,3.6724,50.0000,אין חריגה,0.0033,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בדיל ותרכובותיו,05/09/2018,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
TOC,02/11/2020,תקופתי מתוכנן,3.0657,50.0000,אין חריגה,0.0045,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
TOC,05/09/2018,תקופתי מתוכנן,2.4396,50.0000,אין חריגה,0.0025,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
TOC,02/11/2020,תקופתי מתוכנן,0.4934,50.0000,אין חריגה,0.0005,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
חלקיקים,25/12/2018,תקופתי מתוכנן,אין נתונים,20.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
"כלור, תרכובות אנאורגניות גזיות",25/12/2018,תקופתי מתוכנן,0.3817,30.0000,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
פלואור ותרכובותיו הגזיות,25/12/2018,תקופתי מתוכנן,אין נתונים,3.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
פלואור ותרכובותיו הגזיות,02/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ארסן ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בריליום,24/05/2009,תקופתי מתוכנן,אין נתונים,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קאדמיום ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קובאלט ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כרום ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
נחושת ותרכובותיה,24/05/2009,תקופתי מתוכנן,0.0008,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כספית ותרכובותיה,24/05/2009,תקופתי מתוכנן,אין נתונים,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
מאנגאן ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ניקל ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
עופרת ותרכובותיה,24/05/2009,תקופתי מתוכנן,אין נתונים,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אנטימון ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
סלניום ותרכובותיו,24/05/2009,תקופתי מתוכנן,אין נתונים,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
חלקיקים,24/05/2009,תקופתי מתוכנן,אין נתונים,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ארסן ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0214,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בריליום,14/01/2009,תקופתי מתוכנן,0.0090,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קאדמיום ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0009,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קובאלט ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0009,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כרום ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0265,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
נחושת ותרכובותיה,14/01/2009,תקופתי מתוכנן,0.0064,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כספית ותרכובותיה,14/01/2009,תקופתי מתוכנן,0.0086,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
מאנגאן ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0082,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ניקל ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0474,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
עופרת ותרכובותיה,14/01/2009,תקופתי מתוכנן,0.0292,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אנטימון ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0214,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
סלניום ותרכובותיו,14/01/2009,תקופתי מתוכנן,0.0214,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ארסן ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0040,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בריליום,04/08/2011,תקופתי מתוכנן,0.0010,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קאדמיום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0080,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
קובאלט ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0130,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כרום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0130,1,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
נחושת ותרכובותיה,04/08/2011,תקופתי מתוכנן,0.0020,1,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
מאנגאן ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0050,1,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ניקל ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0460,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
עופרת ותרכובותיה,04/08/2011,תקופתי מתוכנן,0.0020,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אנטימון ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0040,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
סלניום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0040,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
חלקיקים,04/08/2011,תקופתי מתוכנן,0.80,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
פאלאדיום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0020,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
פלטינה ותרכובותיה,04/08/2011,תקופתי מתוכנן,0.0020,1,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
בדיל ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0040,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
טלוריום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0040,0.50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
תאליום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0040,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
ואנאדיום ותרכובותיו,04/08/2011,תקופתי מתוכנן,0.0470,1,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אבץ,04/08/2011,תקופתי מתוכנן,0.0110,1,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כספית ותרכובותיה,18/02/2009,תקופתי מתוכנן,0.0013,0.05,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
פלואור ותרכובותיו הגזיות,03/11/2020,תקופתי מתוכנן,אין נתונים,3.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
"כלור, תרכובות אנאורגניות גזיות",03/11/2020,תקופתי מתוכנן,אין נתונים,30.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
חלקיקים,03/11/2020,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
תחמוצות חנקן,03/11/2020,תקופתי מתוכנן,120.6500,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
אמוניה,14/09/2011,תקופתי מתוכנן,0.20,30,אין חריגה,0.0004,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
כלור,14/09/2011,תקופתי מתוכנן,0.10,3,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=150881,32.9767221773788,35.27598336112024,טורבין_ג'ט_בעמ__,
חלקיקים,07/12/2021,תקופתי מתוכנן,אין נתונים,10.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=49693,32.90453620631883,35.087704165289765,טמבור_בעמ_-_תשלובת_צבעים_וכימיקלים_(אתר_עכו_דרום__,
חלקיקים,06/12/2021,תקופתי מתוכנן,אין נתונים,10.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=49693,32.90453620631883,35.087704165289765,טמבור_בעמ_-_תשלובת_צבעים_וכימיקלים_(אתר_עכו_דרום__,
דיאוקסינים,18/02/2014,תקופתי מתוכנן,0.0000,0.0001,אין חריגה,0.0028,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=185181,31.634771975621717,34.55718957004063,אקו_ישראל_תעשיות_מיחזור_בעמ__,
חלקיקים,18/02/2014,תקופתי מתוכנן,2.40,10,אין חריגה,0.0030,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=185181,31.634771975621717,34.55718957004063,אקו_ישראל_תעשיות_מיחזור_בעמ__,
כסף,18/02/2014,תקופתי מתוכנן,0.0020,אין נתונים,לא רלוונטי,0.0010,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=185181,31.634771975621717,34.55718957004063,אקו_ישראל_תעשיות_מיחזור_בעמ__,
אלומיניום,18/02/2014,תקופתי מתוכנן,0.0040,אין נתונים,לא רלוונטי,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=185181,31.634771975621717,34.55718957004063,אקו_ישראל_תעשיות_מיחזור_בעמ__,
ארסן ותרכובותיו,18/02/2014,תקופתי מתוכנן,0.0040,אין נתונים,אין חריגה,0.0010,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=185181,31.634771975621717,34.55718957004063,אקו_ישראל_תעשיות_מיחזור_בעמ__,
